text;language;sentiment;hate
RT @7rKsokowXmmhUei: @angie22gr Πρώτη φορά στα χρονικά καλούνται λαθρομετανάστες να συμμετέχουν σε απεργία..που κατάντησε ο ΣΥΡΙΖΑ;greek;negative;1
@polyzoidisgeo @vpap_Athens @LoukGeorgiadis δεν θα ξηλωθείς αγαπητέ καθότι πληρώνω ασφαλιστικο φορέα συνεχώς για 25 χρόνια , αντίθετα ξηλώνεσαι όταν νοσηλεύονται τζάμπα , οι άεργοι , οι γύφτοι , οι αλβανοί και οι λαθρομετανάστες . εγώ προσωπικά δεν χρωστάω στο κράτος ... μου χρωστάει το κράτος;greek;negative;1
@tmaratzas @parwana_amiri Η άλλη οπτική είναι ότι με όλους αυτούς που έχουν μπουκάρει παράνομα στην χώρα η ζωή των κατοίκων στην Αθήνα και την Θεσσαλονίκη έχουν γίνει κόλαση. Τους γονείς μου τους λήστεψαν λαθρομετανάστες οπότε δεν δέχομαι μαθήματα ανθρωπισμού.;greek;negative;1
Τέρατα της διπλανής πόρτας που χρησιμοποιούν στραβωμενους συνδετήρες ή, ακόμα χειρότερα, συρράπτουν χαρτιά χωρίς να τα έχουν ευθυγραμμίσει απολύτως. https://t.co/HQpI3pzFlN;greek;negative;1
@krinos21 @KaravitisGeorge @Georgefds Αφου τα ιδια με τον Συριζα λενε τωρα που πηραν την καρεκλα οι ΝΔ, δηλαδη ας μπουκαρουν ολοι να τους φερνουμε ενδοχωρα και θα φταχνουμε χοτ σποτ παντου, δηλαδη τι θελετε να τους πνιγουμε? οποτε, δικαιωνουν τον Συριζα για την πολιτικη του!Τους εβριζαν τοτε, για εκλογικη προπαγανδα;greek;negative;1
"@latinopoulou Γιατί δεν γράφεις λαθρομετανάστες Πακιστανοί; Φοβάσαι μην χάσεις ψήφους από τους λαθρομετανάστες; Μην ντρέπεσαι γράψε το!";greek;negative;1
@Hellenist_ @latinopoulou @DimGeoCV Η ΝΔ όπως και ο ΣΥΡΙΖΑ λατρεύουν τους λαθρομετανάστες και λαθρόπροσφυγες!;greek;negative;1
«Μην έρθετε» παρότρυνε τους μετανάστες από την Γουατεμάλα η αντιπρόεδρος των ΗΠΑ. «Ούτε στην Ευρώπη πήγα» είπε απαντώντας στις επικρίσεις για το γεγονός ότι δεν επισκέφτηκε τα σύνορα στο Μεξικό. Τι απαντούν η AOC και οργανώσεις ανθρωπίνων δικαιωμάτων https://t.co/D5Ec28jWZP;greek;negative;1
Ο @gadgetlover8 ,είναι με την «Ωραίο καυλάκι ο Τσιπρέφσκι» , είναι με τον «μακεδονικό λαό» , «την μακεδονική γλώσσα» , με τα Χοτ Σποτ της ΝΕΑΣ ΕΑΜοκαρατίας, θέλει να μας αντικαταστήσει με λαθρομουτζαχεντίν, και διερωτάται αν αξίζει ο κόπος. Ε! Να ζητήσει αύξηση.;greek;negative;1
@CANEA49 @Gavriel____ Μαθήματα καράτε στους αστυνομικούς ώστε να απελάσουν ευκολότερα τους λαθρομετανάστες για να κοιμόμαστε εμείς καλύτερα. ??;greek;negative;1
Κάποτε οι Έλληνες είχαν στείλει τον Δούρειο Ίππο από Ελλάδα σε Μικρά Ασία για να αλώσουν την Τροία, τρείς χιλιετίες μετά οι Τούρκοι έχουν στείλει από τις ακτές της Μικράς Ασίας στην Ελλάδα, τους Ισλαμιστές λαθρομετανάστες και περιμένουν το σύνθημα για να αλώσουν την χώρα μας.;greek;negative;1
@sofia_tzani Σύντροφε άλλο ελευθερία άλλο ασυδοσία. Άλλο ΝΟΜΙΜΟΣ μετανάστης οοως οι γονείς της κυρίας και άλλο παράνομος λαθρομετανάστης χωρίς διαβατήριο, βίζα! Επειδή εσύ ζεις στην παιδική χαρά της ασυδοσίας μπούλη δε σημαίνει ότι ο κόσμος είναι όπως θα ήθελες! Τον ΠΟΥΛΟ οι λαθρομετανάστες;greek;negative;1
@FilipsManos ναι... είναι ώρα να ξεφορτωθούμε τους ημεδαπούς έλληνες λαθρομετανάστες που καταστρέφουν τις Πελασγικές Γαίες σαν ακρίδες... ??;greek;negative;1
@athina_79 Ε βέβαια πως θα δελεάσουν τις γυναίκες, πρέπει να κάνουν διαφήμιση... Είναι η κατάλληλη χρονική στιγμή, τώρα που οι λαθρομετανάστες είναι μόδα...;greek;negative;1
Ο Αρβανίτης μας λέει ότι δεν θα καταρρεύσει η Ευρώπη αν έρθουν 3 εκατ. μετανάστες από την Τουρκία και ότι η παράνομη είσοδος στη χώρα δεν είναι καν λόγος κράτησης. Συνδυαστικά αυτά τα 2 είναι η πολιτική τους στο μεταναστευτικό https://t.co/sWETUkRiN6;greek;negative;1
@omadaalithias 3εκ. μετανάστες θα φέρουν άλλους 15εκ από πίσω με την επανένωση οικογενειών. Αλλά που να καταλάβει ο μαλακοκαυλις;greek;negative;1
Κάποιοι στην ΕΕ είναι ανέξοδα φιλάνθρωποι για τους λαθρομετανάστες και εναντίον των μέσων αποτροπής εισόδου επειδή θέλουν την Ελλάδα αποθήκη ψυχών. Αδιαφορούν αν εμείς θα δεχθούμε κάθε καρυδιάς καρύδι ή αν χάσουμε την εθνική μας κυριαρχία αρκεί να μην χτυπήσουν στην πόρτα τους.;greek;negative;1
Τώρα κόπτονται για τα ατομικά δικαιώματα αυτών που δεν θέλουν να εμβολιαστούν οι ίδιοι που θέλαν να διώξουν τους λαθρομετανάστες επειδή ήταν ανεμβολίαστοι...;greek;negative;1
"Όχι Καραγκιοζιλίκια..Επιτέλους ως πότε θα ορίζει τις ζωές μας ο κάθε τυχάρπαστος όπως ο Αδωνις ; Κλείσιμο των συνόρων από χθές..στο διάολο οι ταξιδευτές και οι τουρίστες ελάτε να πάρουμε την ζωή μας στα χέρια μας Λέμε ΟΧΙ στον κοροναϊό και στις μεταλλάξεις https://t.co/FiXkrVFJRx";greek;negative;1
"@PrimeministerGR @PresidencyGR Όχι Καραγκιοζιλίκια..Επιτέλους ως πότε θα ορίζει τις ζωές μας ο κάθε τυχάρπαστος; Κλείσιμο των συνόρων από χθές..στο διάολο οι ταξιδευτές και οι τουρίστες ελάτε να πάρουμε την ζωή μας στα χέρια μας Λέμε ΟΧΙ στον κοροναϊό και στις μεταλλάξεις https://t.co/FiXkrVFJRx";greek;negative;1
"@Epicrotus εφιάλτης ήταν για την γιαγιά μου που την έδιωξαν από την πατρίδα της &amp; όταν έφτασε εδώ βίωσε την πλήρη απαξίωση των ντόπιων, εφιάλτης ήταν που με ρωτούσαν αν χρειάζομαι διαβατήριο για την Κομοτηνή, εφιάλτης είναι για τον καθέναν αυτά που ζει &amp; βιώνει με τους λαθρομετανάστες";greek;negative;1
@MariannaAkt @angie22gr Έδωσε παράταση. Βλέπεις, το θέμα είναι ότι δέχεται λαθρομετανάστες κ.λ.π. καί έτσι τα προσεχή έτη θα έχουμε γενικευμένο πόλεμο μεταξύ των Ελλήνων καί των λαθρομεταναστών εν Ελλάδι.-;greek;negative;1
@Katifysiko Το ότι τον κόβιντ τον έφερε ο Μητσοτάκης,όχι οι κομμουνιστοκινέζοι και τους λαθρομετανάστες όχι ο φίλος σας ο Ερντογάν, μαλάκα.;greek;negative;1
"@omadaalithias Γιατί δείχνεις τον κατσαπλιά αναρχοκομμουνιστοσυμμορίτη και δε μας δείχνεις την πολιτική της νδ για το λαθρομεταναστευτικό; Ενοχλεί τους λαθρομετανάστες να μαζευτούν όλοι στην Μακρόνησο μέχρι να απελαθούν μηδενός εξαιρουμένου ή και των ζαιων οι ψήφοι είναι καλές;";greek;negative;1
"@Underwood_DC @NexVs9 με τόσους χιλιάδες χωρίς χαρτιά (κυρίως εγκληματίες στις χώρες προέλευσής τους) όχι απλά χλωμό, αλλά αδύνατον. Και όταν μιλάμε για αστυνομία, μιλάμε για νέα παιδιά που απλά μπήκαν για το μεροκάματο, έτσι;";greek;negative;1
@omadaalithias Για πόσο καντάρια ηλιθιους μας θεωρούν η παράταξη του σύριζα και φωνές από δεξιά παράταξη, και η Προεδρινα μας?που λέει να ενσωματωθούν οι λαθρομετανάστες μαζί μας?? Ω Παρτίδα μου Ελλας??;greek;negative;1
Βρίσκω πολύ διασκεδαστικό να συγκρίνετε τη μετανάστευση στις ΗΠΑ με τη λάθρο - μεταναστευση των Ισλαμιστων στην Ευρώπη. Για αυτό επιμένω;greek;negative;1
"@Jf7HpIt4WVakmV5 @based_d00mer @qqt1rbGeGtylxva Τράβα γαμησου που θα σου μιλήσω καλύτερα. Άμα έχεις κλειστά σύνορα και δεν δίνεις κίνητρο να έρθουν ξένοι θα κάτσουν στις χώρες του. Ποιος από εμάς είπε ότι θέλουμε να έρθουν μετανάστες; Επειδή δεν θέλουμε να κάνουμε έκτρωση σε κανέναν; Ζώον θες να σου μιλάω και καλύτερα.";greek;negative;1
Η ιταλική ακτοφυλακή μπλόκαρε γερμανικό πλοίο ΜΚΟ που ξεφόρτωσε 415 μουσουλμάνους λαθρομετανάστες στην Ιταλία. Οι Γερμανοί εξελίσσονται σε μάστιγα για την Ευρώπη για μια ακόμη φορά. https://t.co/GeCJE1oiet;greek;negative;1
@tzavelaniki Δυστυχώς οι συριζαιοι μισούν την Ελλάδα για αυτό καλούν τους λαθρομετανάστες στις συγκεντρώσεις για να γίνει μπαχαλο..;greek;negative;1
Η μετανάστευση νέων ανθρώπων τα επόμενα χρόνια θα είναι τόσο μαζική, που θα μετατρέψει τη χώρα σε μία άγονη έρημο συνταξιούχων και αποτυχημένων πολιτικών. Δεν έχω ξαναδεί ποτέ τόσο μίσος για τη νέα γενιά από άλλη κυβέρνηση. #Αντε_γαμησου_Χατζηδακη #8ωρο #απεργια_10Ιουνη;greek;negative;1
@EthnikiOmada Για το Μανώλη το Καντάρη, ναι αυτόν, το πατέρα τεσσάρων παιδιών που δολοφονήθηκε στο κέντρο της Αθήνας για μια κάμερα... από λαθρομετανάστες που αφήνει η πολιτεία συστημικά να αλωνίζουν, δε γονατίσατε ποτέ. Μόνο για πορνοστάρ ναρκομανείς επειδή σας το είπαν. Είστε ανθρωπάκια! https://t.co/7fvzaL9p26;greek;negative;1
ΚΑΜΑΡΩΣΤΕ ΤΟΝ! Αγκαλιά με τους αγαπημένους λαθρομετανάστες ο Τσίπρας(ΦΩΤΟ) https://t.co/KrU3R6Le9A https://t.co/gZxHutAIqB;greek;negative;1
@SInflitrator @CZachariadis Αυτή είναι η κατάντια του ΣΥΡΙΖΑ νά ζητιανεύει από λαθρομετανάστες ψήφους!!! Ονειρεύονται οι ανθρωποι πως θά τους στηρίξει..ΑΝ γίνει ποτέ κυβέρνηση. Καί όμως αυτός ο κύριος ήταν πρωθυπουργός πτωχευσε τους Έλληνες,καί θά πτωχευσει καί τους μετανάστες??;greek;negative;1
"@andrianopoulos4 Περιθάλπτονται δωρεάν οι λαθρομετανάστες και οι γύφτοι που δεν έχουν δώσει στη χώρα 1 ευρώ,και θα μου κόψεις εμένα την περίθαλψη που πληρώνω μια ζωή επειδή δεν κάνω το μπόλι; ; Τι λες βρε άθλιε;Άθλιε!!! Ποιον ενοχλώ; Τον εμβολιασμενο; Άρα προς τι το μπόλι; Δεν ντρέπεσαι λιγακι;;;";greek;negative;1
@nmitarakis Θα προτιμούσαμε να τους πάρουν στη Σλοβακία και να κρατήσουν τα λεφτά τους. Διόρθωση. Απαιτούμε να κρατήσουν τα λεφτά τους και.....δεν εξαγοράζεται η αλληλεγγύη φορτωνοντσς σε μας του λαθρομετανάστες;greek;negative;1
@NexVs9 @Underwood_DC οι λαθρομετανάστες όμως δεν είναι από τα Εμιράτα και την Σ.Αραβία. Είναι από Πακιστάν, Αφγανιστάν κλπ καθώς και από τις αφρικανικές χώρες. Δεν είμαι ρατσιστής, απλά τους έχω δει στις χώρες τους... Φαντάζεστε πως θα είναι σε κάτι που δεν τους ενδιαφέρει.;greek;negative;1
@RenosLek @CZachariadis Ενοχληθηκαν που δεν θέλει να ψηφίζουν οι Έλληνες απόδημοι αλλά θέλει οι λαθρομετανάστες απο την Σομαλία. Οπότε ο ρατσιστής είναι ο Τσίπρας και εσύ.;greek;negative;1
@PrimeministerGR #καρναβαλι Η υποχρεωτική τηλεργασια έκανε τηλεαπεργια ή βγήκαν όλοι έξω να βολταρουν αγκαλιά με τους λαθρομετανάστες @atsipras;greek;negative;1
"@angie22gr Εννοείς @atsipras ότι με @syriza_gr θα ..προσπαθήσουμε να φθάσουμε τα ..άριστα μεσαιωνικά εργατικά δικαιώματα που είχαν οι μετανάστες στις χώρες καταγωγής τους;";greek;negative;1
@klarinodoctor Eυτυχως που πήγανε οι λαθρομετανάστες και κάνανε μπούγιο αυτοί για να βγάλουν σελφι πήγανε... #ΣΥΡΙΖΑ_ξεφτιλες #ΣΥΡΙΖΑ_Βουρκος#συριζαικα_σουργελα;greek;negative;1
@nH3Jpgceyz9Ltp6 Ίσως επειδή δεν έχεις διαβάσει το Κοράνι.Ισως επειδή οι λαθρομετανάστες έρχονται συνήθως από μουσουλμανικές χώρες.Αν ακόμα αδυνατείς,δεν φταίω εγώ για την αδυναμία σου.;greek;negative;1
@RenosLek Λαθρομετανάστες και,παράνομοι εννοείς μπουλη ? Το blm είναι μια ρατσιστική εταιρία που θα έχει τη γνωστή κατάληξη των ναζιστικων οργανώσεων. Οπότε μη φας έχει γλάρο;greek;negative;1
"@PrimeministerGR Όταν πληρώσει η ΝΔ τα δάνεια που χρωστάει,όταν διώξεις τους λαθρομετανάστες από την χώρα μου, όταν βγουν τα σκάνδαλα ΝΔ και σας δικάσουν και όταν ακυρώσεις την συμφωνία με τα Σκόπια τότε θα πάω για εμβόλιο. Οκ;";greek;negative;1
@To_Lenio_ Αυτός ήθελε να πάει απέξω σε μετανάστες να τρώει χοιρινά σουβλάκια και με κράξιμο έκανε πίσω;greek;negative;1
Αυτοί είστε πριν λίγες μέρες είπατε όχι στην #ψηφος_αποδημων κ σήμερα μαζί με λαθρομετανάστες αγκαλιά για να γεμίζει η εικόνα. Θυμίζω ότι ο εμβολιασμός δεν έχει ξεκινήσει ακόμα για τους αυτούς.Τι να σχολιάσεις μετά από αυτό.Οι 500 χαραχτήρες δεν φτάνουν βιβλίο θέλω #εργατοπατερες https://t.co/r4y27rC4ul;greek;negative;1
@amfidexios @ologikos @bogdanosk Αν αντιλήφθηκες σύντροφε ο Μπσιντεν κσι η Καμάλα δεν εινσι οι νέοι Λένιν και Τρότσκι των ονείρων σου!! Κσι τα σύνορα των ΗΠΑ μια χαρά κλειστά ειβσι στους λαθρομετανάστες! Προχθές η καμάλα το είπε? Μην περάσει κάνεις λαθρομετανάστης θα απελαθει και ότι τα σύνορα ειναι ΚΛΕΙΣΤΆ?;greek;negative;1
Πρώτη φορά που ο Πακιστανός μετανάστης είναι ο καλός της ιστορίας...;greek;negative;1
@Ghpainting4 Αν ήθελαν να τους σπρώξουν θα έλεγαν «ξέρετε κάνουν αυτά» θα κάλυπταν στα χαρτιά τον όρο, θα τα άφηναν χωρίς να ενταχθούν με κάποια δικαιολογία και θα έπαιρναν Μ για ενδιαμεση πλάι στις FDI. H πολιτική ηγεσία περιμένει τις ΗΠΑ, οι Γάλλοι την έκαναν την πρόταση τους, τέλος.;greek;negative;1
Καλημέρα. Σήμερα για πρώτη φορά έδωσα συνέντευξη για δημογραφικό-μεταναστευτικό στην Κύπρο, η οποία αναλογικά δέχεται τη μεγαλύτερη πίεση από την παράνομη μετανάστευση σε όλη την ΕΕ, κινδυνεύοντας να πάψει σε λίγες δεκαετίες είναι ελληνικό νησί.;greek;negative;1
"@chris_avramidis Φοιτητες κ συνδικαλιστες; κλεισιμο σε χοτ σποτ κ μετα τον 100ο βιασμο απελαση. Κοπροσκυλα";greek;negative;1
*Σκρίνσοτ Αρχίδια απεργία. Γεμάτο βρωμερές σκατοπουτάνες ανεμελιάς και ψωλαράδες που τα γράφουν ολα στ αρχίδια τους τα νεανικά γεμάτη η κοινωνία. Αρχίδια απεργία.Για γραφικά ρετάλια είναι αυτά.Αρχίδια καταστάσεις.Βρωμόμουνα τατού τριμαρισμένα γένια χοτ σποτ μπαράκια ποτά κτλπ https://t.co/rn0E8WpjFJ;greek;negative;1
Αχ οι ταλαίπωροι μαύροι λαθρομετανάστες με τα smart phones https://t.co/EOou4uP39N;greek;negative;1
@K_Hatzidakis Έχετε διαλύσει την Ελλάδα εσείς οι προηγούμενοι και όσοι πέρασαν από το κοινοβούλιο τά 40 τελευταία χρόνια. Εθνικά εργασιακό λαθρομετανάστες οικονομία πολιτισμός όλα. Τά έχετε κονιορτοποιησει στο όνομα τών αφεντικών τής παγκοσμιοποίησης. Όμως από κάπου θά το βρείτε. ΟΥΣΤ;greek;negative;1
@the_protectorat Την Μακεδονία του Ιλιντεν που πήγαν να περάσουν στα μουλοχτά την ξέρεις την εισβολή στα σύνορα την θυμάσαι η θυμάσαι τους μετανάστες που λιάζονται η θυμάσαι που έπαιξε την Ελλάδα στα ζάρια με το δημοψήφισμα μαζί με τα φασισταρια τις Χ.Α κ για αντάλλαγμα έβγαλε από την φυλακή;greek;negative;1
@andrianopoulos4 Και επίσης ρε μουνοπανο να μου δώστε τους φόρους μου πίσω αρχιδια γαμω τους λαθρομετανάστες σας και να βάλετε τα κρεματορια που ονομάζετε νοσοκομεία στον κωλο σας μουνοπανα γαμω Κομμουνια ανθέλληνες ξεφτίλες;greek;negative;1
Ναι είμαι ρατσιστρια,φασιστρια.Γιατι με το έτσι θέλω γεμίζουν την Ελλάδα μου λαθρομετανάστες με διάφορες αλλοθρησκες φυλές,που δεν έχουν τίποτα από τον πολιτισμό των Ελλήνων.Βλέπω το κράτος που πληρώνω να είναι ρατσιστικό,και φασιστικό απέναντι μου.Ειμαι δικό τους δημιούργημα.;greek;negative;1
@grlazar48 @KalenteridisSav Άιντε να κάψεις καμία σημαία ελληνική μαζί με τους λαθρομετανάστες και ανώμαλος είσαι εσύ και το σόι σου ολόκληρο ξεφτίλα προδότη του Χριστού και της πατρίδας ανθελληνικό σκουλήκι;greek;negative;1
@Charalambidis Προφανώς δεν αντικατοπτρίζει την συναισθηματική κατάσταση πολλων Ελλήνων. Ο ρατσιστής δεν γεννιέται γίνεται και οι λαθρομετανάστες έχουν το ποσοστό ευθύνης τους. Αν ζήσετε μαζί τους, πιστέψτε θά έχετε άλλη οπτική. Μήν πειτε πως ξέρετε, δεν θά σας πιστέψω.;greek;negative;1
"@RenosLek Το ζήτημα είναι ότι στηρίζετε το μαζικό εποικισμό της Ελλάδας από μουσουλμάνους λαθρομετανάστες που ενορχηστρώνει η Τουρκία. Συνεπώς στηρίζετε πολιτικές βλαπτικές προς τη χώρα. Στην Αλβανία με τη συνεργασία της ΕΕ τα σύνορα φυλάσσονται &amp; δεν έχετε κινήματα blm, refugees welcome";greek;negative;1
RT @KinkySpartan: Οι λαθρομετανάστες ήταν πάντα πρόβλημα στην Αμερική,ρωτήστε όποιον ινδιανο θέλετε.;greek;negative;1
@RenosLek ο Τσίπρας και η αριστερά του ανοιξε τα σύνορα και εβαλε μεσα εκατομμύρια λαθρομετανάστες και αυτο απειλεί την ακεραιότητα της χώρας , αυτο ενοχλει και οχι οι αγκαλιές . Υπερασπίζεται τα δικαιώματά τους αλλα οχι αυτα των Ελλήνων ομογενών που εχουν δικαίωμα ψηφου , αυτο ενοχλεί.;greek;negative;1
Αν κατάλαβα καλά, χτες με την απεργία διαδήλωσε μέχρι κ η κουτσή Μαρία. Σε εργασιακό νομοσχέδιο κατέβηκαν οι Πακιστανοί λαθρομετανάστες για ανοιχτά σύνορα κ οι Αφρικανοί για το BLM. Μόνο οι γύφτοι έλειπαν. Μια χαρά πάει η μπουρδελοποίηση της χώρας;greek;negative;1
@PrimeministerGR Μαζί με την πλατφόρμα ανοίξατε και τα σύνορα και μπαίνει οποίος θελει μέσα ... από αεροπλάνα, ντροουν, Τούρκοι ψαράδες, λαθρομετανάστες κλπ!!!!;greek;negative;1
"Τι είναι τίποτα άνθρωποι; Τίποτα εργαζόμενοι; Μην είναι Έλληνες μετανάστες του 30 του 50 που σην Ελλάδα δεν υπήρχαν δικαιώματα,δούλευαν 16 ώρες; Βγήκε η δεξιά καφρίλα,υο φασισταριο, να μειώσει αυτός που παλεύουν για βασικά δημοκρατικά δικαιώματα. #Αντε_γαμησου_Χατζηδακη";greek;negative;1
Μήπως είναι καλή ιδέα να ενσωματώσουμε στα πληρώματα των πολεμικών μας Πακιστανούς-Αφγανούς-Σύριους-Μπαγκαντεζιάνους, λαθρομετανάστες ? Για να το δούμε κι αυτό.. Τι λέτε..?;greek;negative;1
@Pagratiotiki Έλα Θεέ μου… από την αρθογραφία αποκλειστικά στην Αυγη, το πρόβλημα με τον εθνοκεντρισμό κ ότι οι λαθρομετανάστες θα μας λύσουν το δημογραφικό τώρα μας λέει για τον Άγιο Νικόλαο. Αυτοί οι επικοινωνιολόγοι σύμβουλοι της λίγο να το ρεγουλαρουν το θέμα. Μας έχουν ζαλίσει.;greek;negative;1
@News247gr η απεργία για το 8ωρο έδειξε ότι όσοι δουλεύουν ήταν κανονικά στη δουλειά τους.Αφησαν τουε γνωστούς συνδικαλιστοπατέρες και κομματόσκυλα να διαδηλώσουν μαζί με λαθρομετανάστες και Δ.Υ. που δε τους αφορά το νομοσχέδιο.;greek;negative;1
@RenosLek Η χαρά του Τσίπρα- ΣΥΡΙΖΑ είναι οι λαθρομετανάστες και οι φυλακόβιοι.;greek;negative;1
@YannisKaramits4 Ο τόνος της Α.Ε.: Θα βοηθήσουν οι λαθρομετανάστες για το δημογραφικό. Να βγουν η Ελληνική σημαία και τα καρυοφίλια από το κάδρο του προεδρικού γραφείου ώστε να μην φαίνονται. Γράφει για τυρανεία της πλεοψηφίας αλλά μιλάει για οριζόντιο εμβολιασμό . Αντί να ενώσει προκαλεί;greek;negative;1
Με πόσες λύνουμε το δημογραφικό @PresidencyGR @PrimeministerGR? Με τους χαμηλούς μισθούς,την ακρίβεια,την ανασφάλεια,την ανεργία οι Έλληνες δεν μπορούν να φτιάξουν οικογένεια και εσείς μας φορτώσατε λαθρομετανάστες που δεν μας σέβονται?Ξυπνήστε και βοηθήστε τον ???? λαό να ανθίσει.;greek;negative;1
Οι σημερινοί Έλληνες πράγματι είναι απόγονοι των Αρχαίων. Το ερώτημα που τίθεται είναι κατά πόσον θα ισχύει αυτό σε 50 χρόνια με δεδομένο ότι οι Έλληνες δημογραφικά αργοπεθαίνουν και οι λαθρομετανάστες συνεχώς αυξάνονται και πληθύνονται. #ΧρυσηΑυγη #Εθνικισμός https://t.co/Es1royvXPK;greek;negative;1
@_dexios @DintfNick Εάν δεν σας αρέσει το κράτος, μπορείτε να φύγετε, να πάτε όπου σας αρέσει. Η φοροδιαφυγή είναι παράνομη πράξη, που στρέφεται εναντίον του κράτους και κυρίως εναντίον των συμπολιτών σας. Δεν είναι η λύση στο πρόβλημα σας. Η μετανάστευση είναι…;greek;negative;1
Οταν θα σας αντικαταστήσουμε ολους με λαθρομετανάστες και ρομπότ τοτε οχι μονο θα παρακαλάτε να δουλέψετε 10ωρο αλλα να έχετε δουλειά τεμπέληδες! #Αντε_γαμησου_Χατζηδακη #απεργια;greek;negative;1
Τζαβεντ Ασλάμ πρόεδρος των Πακιστανών που έχουν έρθει παράνομα στην Ελλάδα και έχουν ανοίξει μαγαζιά στο κέντρο της Αθήνας χωρίς χαρτιά https://t.co/bWovo3Q8uL;greek;negative;1
Αναρωτιέμαι αν όλα αυτά τα δισεκατομμύρια € που έχουμε δώσει στους λαθρομετανάστες (επιδόματα),αν θα έπεφταν αυτά τα χρήματα στις ελληνικές οικογένειες, αν θα μιλούσαμε σήμερα για πρόβλημα στο δημογραφικό της χώρας. Η απάντηση είναι απλή. ΟΧΙ!! Δεν θα είχαμε κανένα πρόβλημα!!;greek;negative;1
Και το αφηγημα συνεχίζει να γεννάει Ελληνοφοβους κηρυκες εποικισμού Αρβανίτης: Δεν θα καταρρεύσει η Ευρώπη αν έρθουν 3 εκατ. μετανάστες από την Τουρκία Η παράνομη είσοδος στη χώρα δεν είναι καν λόγος κράτησης Μπίστης: ακούστε τον Ανθελληνικό παραλήρημα https://t.co/m53T8qEBrL;greek;negative;1
Μια εικόνα που περιγράφει σε ύψιστο βαθμό την κατάσταση στη χώρα: Υποκινούμενοι λαθρομετανάστες κατακλύζουν το κέντρο της πρωτεύουσας απαλλαγμένοι από κάθε ηθικό-νομικό φραγμό, αδιαφορώντας πλήρως για την καθόλα ανθρώπινη στάση με την οποία αντιμετωπίστηκαν. (1 of 4) https://t.co/c9Emto6iA1;greek;negative;1
Διαγωνισμοί και εκατομμύρια μόνο για τους λαθρομετανάστες https://t.co/OdRtvsTykS;greek;negative;1
@parwana_amiri Ουστ από δω που θα μας πεις τι σύνορα θα σπάσουν στη δικιά μας χώρα μωρή. Παράνομοι λαθρομετανάστες είστε με κάλυψη από ΜΚΟ που βγάζουν ένα σωρό λεφτά για κάθε ένα κεφάλι από σας. Όλα το ίδιο είστε. Έχουμε γεμίσει εγκληματίες με σας που μπλέξαμε. Τραβά στη χώρα σου να βοηθήσεις.;greek;negative;1
RT @DDimitrakopoul1: ΒΙΝΤΕΟ: Νεαροί λαθρομετανάστες ήρθαν να… ενσωματωθούν (κατά την Πρόεδρο Δημοκρατίας) σήμερα στο Ορμένιο https://t.co/X…;greek;negative;1
Βρέθηκαν μέσα σε ψευδοροφή στο λαικό νοσοκομείο 18 πορτοφόλια κλεμμένα με χαρτιά αλλά χωρίς χρήματα.;greek;negative;1
RT @filotimoglarak1: Βρέθηκαν μέσα σε ψευδοροφή στο λαικό νοσοκομείο 18 πορτοφόλια κλεμμένα με χαρτιά αλλά χωρίς χρήματα.;greek;negative;1
Σε σεμινάριο για εξαρτήσεις πρότειναν να μένουν οι άστεγοι Έλληνες σε βαγόνια τρένων ζωγραφισμένα από κορεκτίλες καλλιτέχνες. Έκανα φασαρία και τους πέταξα στα μούτρα το πρόγραμμα εστία για τους λαθρομετανάστες με πολυτελή διαμερίσματα. Χαμός #ΕΛΛΗΝΕΣ του #Ηλία_Κασιδιάρη;greek;negative;1
@stavros2s Αυτή που ήταν την δεκαετία του 60-70 διότι αργότερα εκφυλίστηκε η κοινωνία,μετατράπηκε σε πολυπολιτισμική σε αρκετές ευρωπαϊκές χώρες,με αποτέλεσμα να αλλοιωθεί η κουλτούρα,τα ήθη,τα ιδανικά αλλά και η ιστορία σε πολλές περιπτώσεις για να μην έχουν πρόβλημα οι λαθρομετανάστες !;greek;negative;1
"Αυτή την #ΕΛΛΑΔΑ θέλει η #κυβερνηση_τσιρκο εσείς #Ελληνες #πολίτες τι γνώμη έχετε ;Η γνώμη μου είναι να δοθούν επιδόματα σε νέους γονείς.Να διώξουν τους λαθρομετανάστες το συντομότερο δυνατόν,διότι αυξάνεται η εγκληματικότητα στην????σύμφωνα με στατιστικά στοιχεία της αστυνομίας??";greek;negative;1
Σε φουσκωτά και πίσω εκεί από όπου ήρθαν. #λαθρο #ισλαμιστες #εισβολεις #εποικοι #ΝΔ_ΣΥΜΜΟΡΙΑ Υπεράριθμοι οι παράνομοι μετανάστες στις δομές φιλοξενίας Σάμου Ελαιώνα και Διαβατών https://t.co/Is9lay26uI;greek;negative;1
@AvgiOnline Βγήκες για ψήφους Αλέξη? πόσο χαμηλά για μερικές ψήφους? Eχεις ασπαστεί το Ισλάμ Αλέξη? Kαλό Ραμαζάνι Αλέξη. Ζήτα εκλογές Πρόεδρε! με τουs επενδυτές τoυ ΣΥΡΙΖΑ!!!!!! https://t.co/XDubOxjWCT;greek;negative;1
