reviews,sentiment
ριχνω ματακι θεμα τουρκικη λιρα διαρκεια ημερα βουλιαξει ιστορικοσ χειροτερο σημειο ever εναντι δολαριου μεγαλοσ πτωση πτωση επιταχυνω βαψει τρομερα μεινουμε ακινητοσ αποφυγουμε προβοκατσια θερμοσ επεισοδιο μερα οικονομικα τουρκια τελειωνω περιεργοσ παρεμβει καταρ εξαντληθει θεμα κανω τουρκοσ καταλαβουν χανω οικονομια μερα βλεπω γινομαι εμφυλιοσ γινομαι αποβαση τουρκολογια θελω πανε εεεα ερχω ραγδαια λεγαμε χρονοσ ερθει απιστευτοσ ροεσ χρηματοσ φιλικοσ κρατοσ σωζω δινω παντα καταρ δινω τρελη βοηθεια συναλλαγμα αμερικη γερμανια,0
πραγμα εξηγω ιδιοτητα εθνοφυλακα διαπραγματευτικοσ χαρτι τρισαθλιασσ ασπονδυλησ μειοψηφια διαφωνω κυβερνητικοσ αποφαση κλειστοσ κεντρο προεκλογικοσ προγραμμα κυβερνων κομματοσ βαση εξελεγη κυβερνηση λογοσ μερικοσ δεκαδα αληταραδησ αποφασιζω ξεφτιλιζω θεσμοσ εθνοφυλακη τοπικοσ συμφερον βαροσ πλειοψηφια δημοκρατικα εκλεγμενησ κυβερνηση ντροπη παραδωσουν οπλο κανω υπηρετρια μουσουλμανοσ κονομα,0
αιφνιδιαστηκα πραττω πορτοκαλαδα περιμενα απλα πιστευα μερικοσ μηνασ περιθωριο φυσικα εντολοδοχοσ γερμανων δωσιλογοσ μητσοτακησ γνωριζε γνωριζω πολυσ μηνασ κρουαμε κωδωνα κινδυνου ερχω γνωριζε γνωριζω γιατι χερι πολυσ εργαλειο μυστικοσ υπηρεσια γνωριζε γνωριζω γιατι απευθυνω χαζοπουλια μιλαω γλωσσα κλειστοσ πορτα συνομιλω τουρκοσ κατεβαζω βρακια ησυχια λεηλατω δημοσιοσ χρημα ησυχια οικογενεια μητσοτακησ προϊστορια χωρα δεκαετια δωσιλογοσ εντολοδοχοι ξενοσ ντοπιοσ συμφεροντων προδοτεσ πλουσιοσ βιογραφικο αποστασια προδοσια κυπροσ συνεργατησ ναζιν χουντα τσιρακια γερμανων καλοταϊσμενα ταμειο siemens διαφορα τωρινοσ κυβερνηση μητσοτακησ δωσιλογε εντολοδοχοσ χρονοσ ασχολουμαι ερασιτεχνικα αγαπη χωροσ αμυνα καταντω γραφικοσ περιγραφω χανω ηρεμια υπνοσ βραδια βγαζω εκνευρισμοσ γινομαι αυτονοητοσ προτεινω πιθανοσ λυση οπλικοσ συστηματοποιημενων τροποσ πρωτοπροτεινεστε τροποσ εξευρεση απαραιτητοσ κονδυλιο χρηματοδοτω αναγκαιοσ εξοπλιστικοσ προγραμμα ακουω κανω καντε παρτε αποφαση ενισχυστε αποτροπη βοηθηστε ενοπλεσ δυναμη καταλληλα μεσο περιπτωσεισ μπορω φερω περασ αποστολη απολυτωσ γελαστοσ παιδι πηγαμε χαζοσ παιδι υπαρχω πολιτικοσ πατριωτησ μαριονετησ γερμανων κρατανε χερι ποικιλοτροπωσ πατω ποδι εποχη μνημονιων ζητω εξαιρωνε μειωσεισ κονδυλιο αμυνα κινδυνευεισ εθνικοσ ακρωτηριασμοσ πασα στιγμη αρπαγα γειτονασ ρισκαρεισ τουρκια γνωριζω εκατονταδα χρονοσ γενοκτονια μικρασιατικη αυτοκαταστροφικοσ πληθυσμογραφηματα εργασια ουσιαστικα εξοντωση ανθρωποσ πλιατσικο περιουσια ελληνασ αφορμη στημενοσ επεισοδιο σπιτι κεμαλ θεσσαλονικησ εισβολη κατοχη κυπροσ διεκδικησεισ ανοιχτοσ παντα βενταλια αιγαιο εβροσ ανατολικοσ μεσογειοσ κυπροσ λεγομενοσ πολιτικοσ συστημα αιφνιδιαζομαι γνωριζαν λεπτομερεια χρονοσ προχωρω ωριμοσ προγραμμα χαμηλου σχετικοσ κοστοσ νεοσ τορπιλα εκσυγχρονισμοσ meko γενικοσ συμμαζεμα υποστηριξη υπαρχοντων οπλικοσ συστημα παραμενω καθηλωμενοσ ακυρωθηκε διαγωνισμοσ spartan μεταφορικοσ ελικοπτερα καθηλωμενοσ μεταφορικοσ αεροπλανα ελικοπτερα υποτιθω θερμοσ επεισοδιο κριση μεταφερω ενισχυση εφοδιο νησι ακυρωθηκε διαγωνισμοσ μισο δυνατοτητα μεταφερω οπλο διαγωνισμοσ mirage σερνω μηνασ τυμπανοκρουσια επικοινωνια κυβερνηση μητσοτακησ ψεμα προπαγανδα επικοινωνια φασισμοσ τριτοκοσμικοσ ανορθολογισμοσ εντολοδοχοι γερμανων κυβερνηση μητσοτακησ προσφατα μαθαμε ακυρωνω λογου κοστοσ προμηθεια belharra κοστοσ θεση παρουμε αλουμινοχαρτα mmcs κοστοσ απλο ερωτημα γιατι διαπραγματευτει κυβερνηση ανικανοσ τεσσερισ φρεγατα belharra γαλλοσ κινητρο μειωσουν περαιτερω τιμη δωσουν ανταλλαγμασ fremm ενδιαμεση λυση mirage δωσιλογοσ εντολοδοχοσ μητσοτακησ κερδιζω χρονοσ αγοραζω υποστηριξη παροδικοσ αμερικη πεταξει κυριολεξια αλουμινοχαρ mmcs χωρα πλανητησ αγοραζω κυριοσ φρεγατα στολοσ mmcs αγοραζω υπαρχω περιπτωση αμερικανοσ αποδεσμευσει οπλο κανω διαφορα aster υπαρχω περιπτωση αμερικανοσ αποδεσμευσει οπλο scalp naval υπαρχω περιπτωση αμερικανοσ αποδεσμευσει κρισιμοσ τεχνολογια κανω διαφορα απαντηση λογοσ παρουμε belgarra παρουμε τεσσερα αλουμινοχαρ mmcs κοστοσ αμερικανοσ τωρινοσ κυβερνηση υπεγραψε συμφωνια βαση σουδα γνωστοσ τυμπανοκρουσια κυβερνηση βλεπω ανταλλαγμα βυθοκορο χρωστουσαν δινω βοδι κυβερνηση καρναβαλοσ κοντουλη νεοελληνεσ ερμηνευω αναλογα χρωμα κομματικοσ γυαλιων κυβερνηση κεντροδεξιοι ψευτοδουλειασ καγκελ ζαρωνω βαζω φουστανελα συλλαλητηριοσ ντουλαπα υποκριτησ φαρισαιοσ νεοελληνεσ πατριωτεσ νεοελληνεσ αλλαζω χωρα καλυσ θελω πολυσ θελω λιγοτεροι γινομαι πολυσ νεοελληνεσ ψηφιζω κριτηριο διορισει δημοσιοσ μπορω κανω ρουσφετισ κανω βρωμικοσ δουλεια πατριδα μιλανε βρισκω ευαισθητοσ ηλικια εγκεφαλικοσ θεριζω αλλαζω τακτικοσ κοιταω εαυτοσ συνεχιζω προσφερω μπορω βοηθαω πατριδα μετρο παιρνω σοβαρα κυβερνηση πολιτικοσ αποφασιζω επιτελουσ φτιαξουμε σοβαροσ κρατοσ τηλεφωνηστε λεγω προσπαθω παραμεινω δυνατοσ ηρεμοσ,0
μπορω βοηθω ουκρανια χωρα εσσδ προηγμενη βιομηχανικοσ περιοχη μεγαλοσ βιομηχανικοσ βασκαινε εστιαζω χωρα καθεστωσ ελληνικοτησ δημοκρατια αποβιομηχανιζοντουσαν υποδομη προσωπικο μπορω προσελκυσουμε αναρτηζω πολεμικοσ βιομηχανια μαριχουανασ γνωση γιατι πολεμησαν συνενοχου οικονομικοσ προβλημα μεσω μπορω βρουμε λυση χρηματοδοτηση αγορα μεσω ανταλλαγη αγροτικοσ προϊον τουριστικοσ υπηρεσια ιεροφυλακιου λιγοσ αναγκαστηκεσ μπορω προμηθευτουμε super vita αγγλοσ τουρκοσ πουλησαν adaσε περιπτωση γενικευετε παραγω χρηστομαθειοσ τουρκοσ αγοραζω αντιπυραυλικοσ πουπουλα αχρηστο μυαλο κανουν αρχισει χωρα παραγγελιοδοτη μελλονυμφων παραμεινουμε χρονιαρα ενασκω χωρουσε κατοικειτε αφρικανοι μουσουλμανου υπαναπτυκτου,0
υπαρχω θρησκευτικοσ μουσουλμανικοσ μειονοτητα θρακη αποτελουμενοσ ελληνασ ακοπουσ προξενειο κλειζω δηλωνω τουρκοσ μεταχειριση αντιμετωπιζω κουρδοσ φερναντο δικαιωμα ελληνικοσ επικρατεια παρασιτο πλανητησ ανθρωπινοσ δικαιωμα αφορω ανθρωποσ κτηνοσ,0
μαλλιαροτατα νεοελληνεσ πομακικοσ βουλγαροφωνο μουσουλμανικοσ πληθυσμοσ πιθανοτατα εξισλαμισμενοσ βουλγαρικη μπορω απολυτα βεβαιοσ σαφωσ επιθυμω νομοταγησ πολιτησ ελλαδα δυστυχωσ εμμανησ μειονοτητα γενικοσ γραμμη μειονοτητα τουρκολοι πομακικη γυφτοσ μωαμεθανοσ γενικοσ ευγραμμεσ διοτι μειονοτητα ανακατεμενοσ πραμα μαυροφοροσ τουρκοσ αγαδεσ φερω σκλαβοπουλασ αφρικη αιωνοβια προξενειο μπορω κλειζω ξεροσ παιρνω κανω σουλτανοσ κουρδικοσ εκλεπτυσμενοσ εξαλλου υπαρχω ηπιοτεροσ αποτελεσματικοσ μεθοδοσ παρελθοντικοσ κακοσ εγκαταλειψαμε νοων τονοειδων,0
προσφυγασ μεταναστησ λεει θυμα τουρκια τρεισ εισβολη συρια συντηρω προβλημα κρατα σφαιρα τουρκοσ πρωην εθνοφυλακα,0
λαθρομεταναστων θυμα τουρκιασ συντριπτικοσ πλειοψηφια προερχομαι συρια τουρκοσ χρειαζομαι εισβαλλω στελνω λαθρομεταναστησ λεηλατηνω λεσβο ελθει μερα χρειαζομαι αντιμετωπιστουν ενοχλημενοσ διαφορετικα ενδεχεται αλωσουν χωρα,0
τουρκια επιδιωκω συντονιζω λαθρεμποριο ανθρωποσ ερχομαι αεροπορικα τουρκια στοχοσ περασουν ελληνικοσ συνορο καταβαλλω μεγαλοσ ποσο πολλων χιλιαδα ευρω μαροκινοσ αλγερινοσ ισπανια πηγαινω αεροπορικωσ τουρκια μπουν ελλαδα κεντροαφρικανικοι λογικοσ πανε μαροκο αλγερια ισπανια ερχομαι ελλαδα φαινομαι προσφυγασ μεταναστησ γιατι μεταναστησ πηγαινω νομιμα αδεια χωρα δουλεψει παρανομα καθω εισπραττω επιδομα δουλεμποριο τουρκια βγαζω απειροσ χρημα δημιουργω μοχλοσ πιεση εκβιαζω χρημα ταυτοχρονα εποικιζω ελλαδα μουσουλμανοσ απενεργοποιω πετυγχανω αναιμακτη κατακτηση χωρα λεγω ξεκαθαρα οζαλ χρονοσ παρεμπιπτοντωσ λεγω εποικισμοσ στοχοσ αλλοιωση εθνολογικοσ συσταση γηγενησ πληθυσμοσ βαση εγκλημα ανθρωποτητα καταλαβουμε λαθρομεταναστευση δικαιωμα προβλημα χωρα ανθρωποσ ευθυνη λυνω δεχτουμε χωρα υπαρχω εκατονταδα εκατομμυριο θελω ερθουν ευρωπη ρυθμοσ γεννησεων λιγοσ δεκαετια δισεκατομμυριο δυνατοσ δεχτει ευρωπη γιατι κανω παρατηρω μεγαλοσ αριθμοσ περνω συνορο αρρενεσ νεαρησ ηλικια βελτιστοσ ηλικια στρατιωτησ τρομοκρατησ αντιρατσιστησ πρακτορασ πραγματι ειδαμε πολυσ προσπαθω περασουν ελληνικοσ συνορο ταυτοχρονα ειδαμε συντονισμενοσ πυρκαγιεσ συνορο δινοταν μαχη ταυτοχρονα εβροσ μπηκε φωτια σταθμοσ μετρο συνταγματοσ μουσειο υπαρχω θυμαμαι ειδαμε συντονισμενοσ εξεγερσεισ δομη ταυτοχρονα ναυμαχια μεσογειου ειδαμε φωτια μορια μυκηνεσ νομιζω γινομαι τυχαια καταλαβει τουρκοσ πραγματικοτητα βρισκομαστε πολεμοσ τουρκια,0
αντε υπολοιποσ εθνοφυλακασ ζητηση πυροβολησουν μεταναστησ περιπτωση ενοπλησ εξευρεση θελησω παρουν νησι ανοιγω μυτη,0
ευλογια ρουμπεν λαθρομεταναστων μικρουλη εποικισμοσ χωρα,0
χρονοσ θυμαμαι δημοσιευω στρατιωτικοσ σεναριο ελεγε πιθανη συμμετοχη λαθρομεταναστοσ γενικευμενα συμβανσ κατοικημενο νησι αντιδραση σωματων ασφαλεια επεμβαση γραφω γιατι σωμα κληθει αντιμετωπιζω τυποσ επιθεση καταφερω υπαρχω πολιτικοσ αποφαση τελειωνω καλοσ προβλημα υπαρχω ενεργεια ελληνασ βουλευτησ στηριζω λαθρομεταναστευση κερδιζω πακτωλοσ χρηματο καλλιεργω παρασιτικοσ συνειδηση ελπιδα,0
αντικειμενικοσ σκοποσ τουρκια συσταση εξαφανιση ελληνισμοσ προκυπτω γενοκτονια αρχη προηγουμενοσ αιωνασ ποντοσ μικρομαστια καππαδοκια ρωμυλια διωγμοσ κωνσταντινουπολη ιμβροσ εισβολη κατοχη κυπροσ καταστροφη καινη υποδουλωση ελληνικοσ κυπριακου κρατοσ προκυπτω αμφισβητησεισ αιγαιο ανακηρυγμενη ελλαδα θρακη κυπριακοσ δημοκρατια ουδεποτε αναγνωρισε κρατοσ επιδιωξεισ υλοποιηθηκαν απαρεγκλιτα ζηλοσ προσηλωση πολιτικοσ δυναμη τουρκια ματεριαλιστεσ ισλαμιστησ δεξιοσ αριστεροσ περιοδοσ δημοκρατια πραξικοπηματα αποτελουν ιδρυτικοσ στοιχειο υπαρξιακοσ στοχοσ τουρκικοσ κρατοσ επιτυγχανω μεγαλοσ βαθμοσ συνεχιζω τελοσ εμποδισουμε εμποδινω ξαναβαλουμε κορυφη ναξιακου συστηματοσ ειρηνη ελευθερια εξαρτηση ξενοσ δυναμη ανεξαρτησια οχημα ξεχωριστησ πολυπολιτισμικοσ ταυτοτητα οριοθετω καθοριζω αντικειμενικοσ ξεκαθαροσ τροποσ συζητηση οικοδομηση μετρο εμπιστοσυνη αστεια μπορω γινομαι λογοσ τακτικη μπορω υπαρχω πραγματικοσ εμπιστοσυνη ειρηνικοσ συνυπαρξη αντιληφθω απλα βρεθουμε αγκαλια οθωμανικοσ αυτοκρατορια πολιτησ ελλαδα νοιωθω ελληνασ θελω βλεπω κατασταση δημοκρατια ανθρωπινοσ δικαιωμα επικρατω διαχρονικα τουρκια κεφαλικοσ ισλαμικοσ φασισμοσ μπορω υπαρχω ισχυροσ στρατιωτικοσ ισχυσ αποτρεπω επιδιωξη επιτευξη αντικειμενικοσ στοχοσ αντιπαλου βιωνω ψευδομαρτυρηζω επιτευχθεισασ αποτροπη ζουμε κεντρικοσ ευρωπη γειτονεσ βελγοσ ψαρι ατλαντικου ζουμε περιοχη τεραστιοσ γεωστρατηγικοσ σημασια ενωνω τρεισ ηπειροσ συγκρουω συμφερον μεγαλοσ δυναμη περιοχη μονιμα εστια μεγαλοσ εντασεων μεγαλυτερων βιωνω συνεχιζω υπαρχω αυτονομοσ μονοκρατορεσ αντιληφθω αναβαθμισουμε θεση δυναμη υψοσ απαιτηση επιβιωση επιτασσω περιοχη περασουμε πηχησ αποτελω επιλογη,0
διαφορα κροατομουσουλμανικοσ εισβολη σουτ τουρκολιμανο τουρκοκρατουμαισ,0
θεμα παιδεια αποκτω παιδεια κακοποιοσ στοιχειο λαθρομεταναστησ πρεζακιασ δυσκολοσ καλοσ προστατευτουν φοιτητησ μετρο ειδικοσ θηρα ανιχνευτησ μεταλλοσ απαραιτητοσ αρεσω μπορω παει σπουδανω εξωτερικοσ συνορο ανοικτα,0
λογοσ ελλαδα χρηματοδοτω τουρκια στελνω οργανωμενοσ λαθρομεταναστησ χωρα αωοσ ελλαδα διαθετω οχημα επιτηρηση συνορο εβρου αποκαλω κρατοσ,0
αγιασμοσ υδατων παπαδεσ μουσουλμανοσ δεχτει περνω εβροσ μουσουλμανοσ βυθιζεισ φορτιο ναρκωτικοσ ειδικα υγρου περνανε εγινα κατανοητοσ,0
προβλημα κομπλαρουμε κουραση νοηση μορφωση γνωριζω ιστορια ενδιαφερω λεει ανοησια αρκω υπερασπιστει ισλαμιστησ λαθρομεταναστησ ντρεπομαι ψηφισαν γελοιοσ υποκειμενο,0
σιχαμερα μουσμουλια τουρκοσ αραβιδεσ γενοκτονιων ελληνιδα συνεχωσ χρονια εμφανιστηκαν ορδη ψυχαναλυομω σφαγειο παιδοπουλου μισογυνη ψευδοπροφητησ αωοσ ελληνιδα απλωμενοσ αντιοχεια βεροια σημερινοσ χαλεπιου αλεξανδρεια κυρηνη λιβυκο αφησαν σφαγη θελω αιμα εδαφοσ βαρβαρικοσ φανατικοσ ορδη ελληνιδα μουσουλμανοσ συμβολισεσ θρακιωτησ αποβρασμα δεχομαστε ελλαδα,0
γερμανοσ νεοναζι τουρκοσ φασιστησ συνεργαζω συνδεω μυστικο ρουσων χιτλερ μπορω αντεξει χριστιανισμοσ μπορω κερδιζω ισλαμ παραξενοσ συμμαχια ναζι μουσουλμανοσ ναζιστικοσ καθεστωσ στρατολογω εκατονταδα χιλιαδα μουσουλμανοσ πολεμηζω γερμανια προβολη αποκρυψη,0
αδυνατο ψεμα πρωθυπουργοσ μητσοτακησ δηλωνω λαθρομεταναστησ πατριδα γνωστοσ λεγω ψεματα λεγει επιβαλλω εβραιοσ λεγει ψεματα λεγει εβραιοσ αγαπαω ελλαδα καλυτεροσ ελληνασ πατριωτησ πολυσ φορα αποδειξει εβραιοσ λατρευω χριστιανοσ ημαι αγαπαμε αβρααμσ ισαακ ιακωβ αυναν γενικα προπατορασ γυναικα τρεφω ιδιαιτεροσ λατρεια ειδικα εσθηρ ξερετε γυναικα ξερξη υποδειξη εξεστρατευσε εναντιον ελλαδα εσπασε μουτρο δοξαστηκαμε νταβραντισμενεσ σεξουαλικα κορα νομιζω επαιρναν πατερασ εναλλαξ βραδυ σαρα φαραω λιμπιστηκε πασαρε αβρααμ δικην μαστροπου πιστολιστω λεγω μητσοτακησ ανθρωποσ ηθοσ πολιτικοσ κοινωνικοσ οικογενεια κατεχω μαρκο χρηματοδοτω χρημα χαλαλι γινομαι μαρκο ανθρωπιστικοσ,0
τελειωνω παραμυθια πατριδα λογοσ συμφωνησ γνωμη πολιτικων δυναμη αποφασιστηκε γινομαι μεταναστευτικοσ κεντροφορου αποδεικνυω καθημερινα βγηκε ποροσ κατευθυνθουν υποδομη μεταναστησ θωρακιση συνορων αποτροπη λαθρομεταναστων κυβερνηση απογοητευση υποβολη ασυλου ακυρωνω ουσια λεει ανοιξαμε περιμενουμε παρουμε αποφαση βρουμε ψυχικοσ ηρεμια ζησουμε λενε βιβλια εκδημοτικιζομω πολυσ λουλουδι μπλε κιτρινα λουλουδιασματων παιδι καταλαβαινω,0
παντα ουδεν μενω σταματω μπικινι αρτοδενδρο σφιξουν καθαριζω λαθρομεταναστησ κωλον φυση απεχθανομαι κενο διαολεμενη ικανοτητα ισιωνω μαθητευομενοσ μαγοσ ακουσ κραδασμοσ γιαυτοσ σηκωσε μανικι πεσιμιστικοσ αρλουμπα αριστερη κολεγιοπαιδα εμπιστοσυνη εαυτοσ απογονουσ,0
φιλε σταυροσ πολιτικοσ μισθοφοροσ μελοσ λομπι εκμηδενισμενοσ αναφερεισ κανω κανω γιατι απλα θεσμοσ ελλαδα ανεξαρτητοσ γιατι υπαρχω οργανωμενη απαντηση κατασταση προχωρω ελευθερα μειωση κυριαρχικοσ δικαιωμα χτιζω πολη λαθρομεταναστων φροντιζω εκπαιδευτικοσ συστημα παραγει αλητησ γρονθοκοπησαν σταθμαρχησ φτιαχνω νομοσ αθωωνω παει λεγω δημιουργουνται πολιτικοσ σχημα προσχημα περιβαλλον φορολογικοσ συστημα χωρα κυνηγι τρελοσ υπαρξει οργανωμενοσ προσπαθεια σωτηρια πατριδα λυπαμαι αξιοσ μοιρα αναξιοι απογονοι ηρωων αξιοι δουλοσ συγχρονησ βαυαροκρατια,0
απαγορευση κακοβουλια βλασφημια απαραιτητη γυνη κοσμουσα ολοσσων μπουρλοτου χυδαιοσ μουσουλμανοσ αντιναζιστησσ θελω επιβαλω πιστη σφαζω μειγμα αμαρτωλοτητα βλακεια χυδαια επαρσεωσ μπουρλοτο θελω βριζω θεοσ ιεροσ οσια πλακα ασυδοτη απροσεξια ατοσ βαζω φωτια μπουρλοτο μπουρλοτο βρεχω εκρηγνυται βαζεισ φωτια νερο εξουδετερωσετε βροχη χαρισ αληθινοσ τριαδικοι θεοσ διαδεχομενοσ κοσμοσ ορθοδοξη εκκλησια ευμαρεια φουντωνω παθη ανθρωπινοσ δικαιωμα κατοχυρωνω νομικοσ αμαρτια παθη βροχη απαρση αλαθητου παπα επαρσισ πατοσ απαρση σαλτσα λογικον λεπτομερειων μιξη αμαρτωλοτητα πνευματικοσ αναισθησια βλακεια πονηριασ βροχη στηριζω απαρση πολιτικη θρησκευτικοσ φιλοσοφικοσ οικονομικοσ τεχνολογικοσ εξοπλιστικοσ τρομοκρατικοσ αντιτρομοκρατικοσ,0
καθηγητησ λεγω ελαχιστα λογια σκοτωνω τουρκια μπορω κοψουμε χερια καλοσ σεναριο τουρκολογουσ χειροτερο χουμε δυναμη ευρωπαϊκοσ ξερω ελλαδικε καπροσ πυραυλοσ βυθισουν τουρκικοσ στολοσ φορα λεγω ναυαρχοσ χρηστικοτησ μενω τουρκολοι uavs αντιστοιχουντεσ μελλον μπορω μεγαλοσ δυναμη μουσουλμανοσ πολυσ χριστιανοσ νοημα υπερασπιση μουσουλμανικοι ψευτορκιζομω,0
κυβερνηση ευρωπη ενδιαφερω κυμα μεταναστησ αντιθετωσ επικροτω διοτι πιεζω ημερομισθιο κερδη πολυεθνικοσ αυξανω μεταναστησ δημιουργω προβλημα χωρα ριξτε ματια ελαχιστοσ ελληνασ πηγαιναν εργασθουν μεροκαματοσ ευρω μεταναστησ πανε διοτι αναγκη αφοπλιζω ελληνασ εργατησ εντιμοσ εργασιακοσ σχεση εργοδοτησ κρυμμενοσ κομμουνα γιατι εργατια βγαινω δρομοσ διαμαρτυρηθει μεταναστησ κυβερνηση μειοψηφια γιατι αποδεχεται παθητικοσ ευρωπαϊκοσ εκφυλισμενη πλουτοκρατια διελυσε λαϊκοσ βαση διελυσε αξια κρατω ενωμενοσ λαοσ ανοιξαν καγκελοπορτα πεινασμενοσ πακιστανικοσ αλβανοσ αφρικανικοσ επομενοσ γενια εργαζομαι πληρωνω νοικι παιδι τελευταιοσ κρυμμενουσ ελληνασ βγαλουν τρυπα προσκυνησουν,0
αναποδογυριζω βαρκα λαθρομεταναστησ αιγαιο ανηκω ψαρι,0
μηνασ καταδικασαν ελληνασ πολιτησ γιατι συμμετεχω ενεργα φυλαξη συνορων λαθροχειριστησ περιμενω κανω γκρεμοσ ρεμα αθηνοκεντρικο κρατοσ διαπραττω λαθη οκανλω βυζαντινη αυτοκρατορια τρομαρα υπαρχω επιλυαμε συμβουλοσ τραγικοσ αποτελεσμα,0
τουρκολοι αντιμετωπιζω τουρκολογοσ υπολοιποσ τουρκολοι αρχοντησ γαμανε δερνω επιτρεπω,0
προχωρω μεγαλοσ παραχωρησεισ συναινετικοσ οριοθετηση τουρκια παραιτηθουμε νομιμοσ επεκταση χωρικοσ μιλιο υποστουμε τεραστιοσ γεωπολιτικοσ οικονομικοσ ζημια εξασφαλιζω ειρηνη λογοσ πασιφανησ τουρκοσ θελω οπωσδηποτε παρουν θρακη νησι ανατολικου αιγαιο αποτελω προεκταση στενων υπαρχουν δημοσιευμενοι χαρτησ εθνικοσ ορκου συνθεση πληθυσμοσ χωρα δυστυχωσ ταχυτατα αλλοιωνω εκατονταδεσ χιλιαδα μουσουλμανοσ εποικοσ στελνω τουρκικοσ μυστικοσ υπηρεσια σχεδιο οζαλ μονιμοσ εγκατασταση νησι ολοκληροσ ελλαδα προφανωσ στιγμη βολευω τουρκια ζητηζω εκλογη αυτοδιαθεση θρακη επεμβουν στρατιωτικα κυπροσ προστασια καταπιεσμενοσ μειονοτητο ελλαδα δυστυχωσ οικονομικα δημογραφικοσ πολιτιστικοσ ηθικα αθλια κατασταση αξιολογα εξοπλιστικοσ προγραμμα γινομαι δεκα χρονοσ αρκετοσ πολιτικοσ φαινω συγχρονοσ γενιτσαροσ μεροσ ελιτ χωρα ελεγχω αρκετοσ νεολαια σημαντικοσ μεροσ δασκαλεμενη διεθνιστικοσ προγραμμα υπουργειου παιδειασ αδιαφορω πατριδα αντιμετωπιζω εκατομμυριο τουρκουσ σημαντικοσ στρατιωτικοσ ισχυσ διεθνεσ δικαιο μπορω επιβαλλω τουρκια γραφω παλιοσ παπουτσι συμφερω λογικη λυση επιβιωσουμε εθνοσ προετοιμαστω πολεμοσ προφανωσ αναποφευκτοσ αρεσω υπαρχω ενεκρινε θελω σηκωζω λευκη σημαια γινουμε οθωμανικοσ βιλαετι θελω ακρωτηριασθει χωρα υποστουμε νεοσ εθνικοσ τραγωδια αρχη γινομαι παιδεια ξαναγινω εθνικοσ πατριωτικοσ ορθοδοξη χριστιανικη στρατιωτικοσ θητεια αυξανω σημαντικα κλεισουμε συνορο λαθρομεταναστευση διωξουμε σταδιακα εποικοσ χωρα κανω αξιολογοσ στρατιωτικοσ εξοπλισμοσ ενισχυσουμε πολυτεκνοσ ελληνικοσ οικογενεια θεοσ βοηθοσ,0
μεταναστησ πολυσ δικαιωμα αυτοχθονησ πληρησ διαστρεβλωσισ συνταγματικοσ αρχη ιδιοτητοσ,0
δημοσθενησ ελεγεια πολεμοσσ ενδοξοσ ειρηνη αισχρα εξαιρετικοτεροσ ενδοξοσ πολεμοσ προτιμοτεροσ ντροπιασμενησ ειρηνη επιθυμεισ γινε χανουμισσων παιδι γιουσουφακι ερθουν οθωμανοσ δικαιωμα αυτι αξιοσ μεισ θελω σταθουμε ομολογουσ βαρβαροσ θελω αφανισουν χρεοσ ελευθερια αποκταται συντηρειται αιμασια σκλαβια υποδουλωση προσκυνημα δειλια παρεμπιπτοντωσ αγαπημενοσ πολιτισμενοσ τουρκολοι δηλωσαν ψηφιδωτα αγιασ σοφιανοσ απεικονιζω πορνα στηριζεισ,0
απλα καταστραφηκε υπεροχοσ τουριστικοσ νησι ευλογια κρατοσ νεοτητων ελληνιδα αποζημιωθει ζημια γινομαι μενω διαμαρτυρια περιφρουρηση νησι κατοικοσ σποτ λαθρομεταναστησ σωματεμπορουσ,0
ανησυχεισ ζαριφη στηριξει ελλαδα βαζω δεισ γλυκαθω στηρισσω αλβανια δολοφονω ελληνασ υπερανω μικροπρεπεια βουλγαρια απλα πακιστανουσ αφανοσ ομαλοσ αποβρασμα στειλει εργαζονταν φιλοξενω πληρωνω καταλαβεισ στηριζω φοροσ στηριξουμε,0
λαθρομεταναστησ αριστεροστατησ εξαιρεισαι ισχυω κανονασ,0
εξαιρετικοσ αρθρο λεμε συκα συκα σκαφοσ σκαφοσ τουρκια κυπροσ συρια χρονοσ κανει εποικισμο γνωστοσ πολιτικη τουρκια διαχρονικα ελλαδα τουρκια κανει αυτι στιγμη εποικισμο απροσμενοσ συνεργασια ηλιθιων προδοτων ασυνειδητων αποφασισαν αφησουν συνορα αφυλακτα κλειστε συνορο σταματηστε φασισμο ανοικτων συνορων κανονισε σεληναια ψηφισε ανοιξουν συνορα κρατους ονομα θεου,0
